direct	iata	name	country	country_name
False	JKT	Джакарта	ID	Индонезия
False	MDC	Манадо	ID	Индонезия
False	MES	Медан	ID	Индонезия
False	SRG	Семаранг	ID	Индонезия
False	SUB	Сурабая	ID	Индонезия
True	AQJ	Акаба	JO	Иордания
True	AMM	Амман	JO	Иордания
True	BGW	Багдад	IQ	Ирак
False	BSR	Басра	IQ	Ирак
False	KIH	Киш	IR	Иран
False	MHD	Мешхед	IR	Иран
False	TBZ	Тебриз	IR	Иран
True	THR	Тегеран	IR	Иран
False	SYZ	Шираз	IR	Иран
False	DUB	Дублин	IE	Ирландия
False	ORK	Корк	IE	Ирландия
True	REK	Рейкьявик	IS	Исландия
True	ALC	Аликанте	ES	Испания
False	LEI	Альмерия	ES	Испания
False	OVD	Астурия	ES	Испания
True	BCN	Барселона	ES	Испания
False	BIO	Бильбао	ES	Испания
False	VDE	Вальверде	ES	Испания
False	VLC	Валенсия	ES	Испания
False	VLL	Вальядолид	ES	Испания
False	VGO	Виго	ES	Испания
True	GRO	Жирона	ES	Испания
False	LPA	Лас-Пальмас	ES	Испания
False	GRX	Гранада	ES	Испания
False	IBZ	Ибица	ES	Испания
False	LCG	Ла-Корунья	ES	Испания
False	ACE	Лансароте	ES	Испания
True	MAD	Мадрид	ES	Испания
True	AGP	Малага	ES	Испания
False	MAH	Менорка	ES	Испания
False	MJV	Мурсия	ES	Испания
True	PMI	Пальма-де-Майорка	ES	Испания
False	EAS	Сан-Себастьян	ES	Испания
False	SPC	Санта-Крус-де-ла-Пальма	ES	Испания
False	SDR	Сантандер	ES	Испания
False	SCQ	Сантьяго-де-Компостела	ES	Испания
False	SVQ	Севилья	ES	Испания
False	TCI	Тенерифе	ES	Испания
False	FUE	Фуэртевентура	ES	Испания
False	XRY	Херес-де-ла-Фронтера	ES	Испания
False	AHO	Альгеро	IT	Италия
False	AOI	Анкона	IT	Италия
True	BRI	Бари	IT	Италия
False	BLQ	Болонья	IT	Италия
False	BDS	Бриндизи	IT	Италия
True	VCE	Венеция	IT	Италия
True	VRN	Верона	IT	Италия
False	GOA	Генуя	IT	Италия
True	CAG	Кальяри	IT	Италия
True	CTA	Катания	IT	Италия
False	CRV	Кротоне	IT	Италия
False	SUF	Ламеция-Терме	IT	Италия
True	MIL	Милан	IT	Италия
True	NAP	Неаполь	IT	Италия
True	OLB	Ольбия	IT	Италия
False	PMO	Палермо	IT	Италия
False	PSR	Пескара	IT	Италия
True	PSA	Пиза	IT	Италия
False	REG	Реджо-ди-Калабрия	IT	Италия
True	ROM	Рим	IT	Италия
True	RMI	Римини	IT	Италия
False	TPS	Трапани	IT	Италия
False	TRS	Триест	IT	Италия
False	TRN	Турин	IT	Италия
False	FLR	Флоренция	IT	Италия
False	SAH	Сана	YE	Йемен
True	SCO	Актау	KZ	Казахстан
True	AKX	Актобе	KZ	Казахстан
True	ALA	Алматы	KZ	Казахстан
True	GUW	Атырау	KZ	Казахстан
False	DZN	Жезказган	KZ	Казахстан
True	KGF	Караганда	KZ	Казахстан
False	KZO	Кызылорда	KZ	Казахстан
True	KOV	Кокшетау	KZ	Казахстан
True	KSN	Костанай	KZ	Казахстан
True	PWQ	Павлодар	KZ	Казахстан
False	PLX	Семей	KZ	Казахстан
True	URA	Уральск	KZ	Казахстан
True	UKK	Усть-Каменогорск	KZ	Казахстан
False	CIT	Шымкент	KZ	Казахстан
False	PNH	Пномпень	KH	Камбоджа
False	REP	Сиемреап	KH	Камбоджа
False	DLA	Дуала	CM	Камерун
False	YAO	Яунде	CM	Камерун
False	YVR	Ванкувер	CA	Канада
False	YYJ	Виктория	CA	Канада
False	YWG	Виннипег	CA	Канада
False	YHZ	Галифакс	CA	Канада
False	YYC	Калгари	CA	Канада
False	YKA	Камлупс	CA	Канада
False	YQB	Квебек	CA	Канада
False	YLW	Келоуна	CA	Канада
False	YXU	Лондон	CA	Канада
False	YMQ	Монреаль	CA	Канада
False	YOW	Оттава	CA	Канада
False	YQR	Реджайна	CA	Канада
False	YXE	Саскатун	CA	Канада
False	YYT	Сент-Джонс	CA	Канада
False	YTO	Торонто	CA	Канада
False	YFC	Фредериктон	CA	Канада
False	YYG	Шарлоттаун	CA	Канада
False	YEA	Эдмонтон	CA	Канада
True	DOH	Доха	QA	Катар
False	RAI	Прая	CV	Кабо-Верде
False	SID	Сал	CV	Кабо-Верде
False	VXE	Сан-Висенти	CV	Кабо-Верде
False	MBA	Момбаса	KE	Кения
False	NBO	Найроби	KE	Кения
True	LCA	Ларнака	CY	Кипр
True	PFO	Пафос	CY	Кипр
False	ECN	Эрджан	CY	Кипр
True	FRU	Бишкек	KG	Кыргызстан
True	OSS	Ош	KG	Кыргызстан
False	WNZ	Вэньчжоу	CN	Китай
False	WUX	Уси	CN	Китай
False	WUH	Ухань	CN	Китай
False	KOW	Ганьчжоу	CN	Китай
False	CAN	Гуанчжоу	CN	Китай
False	KWL	Гуйлинь	CN	Китай
False	KWE	Гуйян	CN	Китай
False	DLU	Дали	CN	Китай
False	DLC	Далянь	CN	Китай
False	DYG	Чжанцзяцзе	CN	Китай
False	CGO	Чжэнчжоу	CN	Китай
False	KHG	Кашгар	CN	Китай
False	TAO	Циндао	CN	Китай
False	KMG	Куньмин	CN	Китай
False	LHW	Ланьчжоу	CN	Китай
False	LYI	Линьи	CN	Китай
False	LXA	Лхаса	CN	Китай
False	LYA	Лоян	CN	Китай
False	NNG	Наньнин	CN	Китай
False	NKG	Нанкин	CN	Китай
False	KHN	Наньчан	CN	Китай
False	NGB	Нинбо	CN	Китай
True	BJS	Пекин	CN	Китай
False	SYX	Санья	CN	Китай
False	TYN	Тайюань	CN	Китай
False	URC	Урумчи	CN	Китай
False	YNT	Яньтай	CN	Китай
False	YIW	Иу	CN	Китай
False	FOC	Фучжоу	CN	Китай
False	HAK	Хайкоу	CN	Китай
False	XMN	Сямынь	CN	Китай
False	XNN	Синин	CN	Китай
False	HGH	Ханчжоу	CN	Китай
False	HRB	Харбин	CN	Китай
False	JMU	Цзямусы	CN	Китай
False	TNA	Цзинань	CN	Китай
False	JHG	Цзинхун	CN	Китай
False	CGD	Чандэ	CN	Китай
False	CSX	Чанша	CN	Китай
False	CGQ	Чанчунь	CN	Китай
False	CKG	Чунцин	CN	Китай
False	CTU	Чэнду	CN	Китай
True	SHA	Шанхай	CN	Китай
False	SZX	Шэньчжэнь	CN	Китай
False	SHE	Шэньян	CN	Китай
False	FNJ	Пхеньян	KP	КНДР
False	BAQ	Барранкилья	CO	Колумбия
False	BOG	Богота	CO	Колумбия
False	CLO	Кали	CO	Колумбия
False	CTG	Картахена	CO	Колумбия
False	MZL	Манисалес	CO	Колумбия
False	MDE	Медельин	CO	Колумбия
False	PEI	Перейра	CO	Колумбия
False	SMR	Санта-Марта	CO	Колумбия
False	PNR	Пуэнт-Нуар	CG	Конго
False	FIH	Киншаса	CD	ДРК
False	FBM	Лубумбаши	CD	ДРК
False	LIR	Либерия	CR	Коста-Рика
False	SJO	Сан-Хосе	CR	Коста-Рика
False	ABJ	Абиджан	CI	Кот-д'Ивуар
False	VRA	Варадеро	CU	Куба
False	HAV	Гавана	CU	Куба
False	KWI	Эль-Кувейт	KW	Кувейт
False	VTE	Вьентьян	LA	Лаос
False	LPQ	Луангпхабанг	LA	Лаос
False	PKZ	Паксе	LA	Лаос
True	RIX	Рига	LV	Латвия
False	MSU	Масеру	LS	Лесото
False	MLW	Монровия	LR	Либерия
False	BEY	Бейрут	LB	Ливан
False	VNO	Вильнюс	LT	Литва
False	KUN	Каунас	LT	Литва
False	PLQ	Клайпеда	LT	Литва
False	LUX	Люксембург	LU	Люксембург
False	MRU	Маврикий	MU	Маврикий
False	TNR	Антананариву	MG	Мадагаскар
False	MFM	Макао	MO	Макао
False	OHD	Охрид	MK	Северная Македония
False	SKP	Скопье	MK	Северная Македония
False	LLW	Лилонгве	MW	Малави
False	BKI	Кота-Кинабалу	MY	Малайзия
False	KUL	Куала-Лумпур	MY	Малайзия
False	LGK	Лангкави	MY	Малайзия
False	PEN	Пенанг	MY	Малайзия
False	SDK	Сандакан	MY	Малайзия
False	TWU	Тавау	MY	Малайзия
False	TOD	Тиоман	MY	Малайзия
False	BKO	Бамако	ML	Мали
True	MLE	Мале	MV	Мальдивы
True	MLA	Мальта	MT	Мальта
False	SPN	Сайпан	MP	Северные Марианские острова
False	AGA	Агадир	MA	Марокко
False	VIL	Дахла	MA	Марокко
True	CAS	Касабланка	MA	Марокко
False	RAK	Марракеш	MA	Марокко
False	RBA	Рабат	MA	Марокко
False	TNG	Танжер	MA	Марокко
False	OUD	Уджда	MA	Марокко
False	FDF	Фор-де-Франс	MQ	Мартиника
False	AGU	Агуаскальентес	MX	Мексика
False	ACA	Акапулько-де-Хуарес	MX	Мексика
False	GDL	Гвадалахара	MX	Мексика
False	CUN	Канкун	MX	Мексика
False	LAP	Ла-Пас	MX	Мексика
False	MAM	Матаморос	MX	Мексика
False	MZT	Масатлан	MX	Мексика
False	MEX	Мехико	MX	Мексика
False	MTY	Монтеррей	MX	Мексика
False	PVR	Пуэрто-Вальярта	MX	Мексика
False	PXM	Пуэрто-Эскондидо	MX	Мексика
False	SJD	Сан-Хосе-дель-Кабо	MX	Мексика
False	TIJ	Тихуана	MX	Мексика
False	PNI	Понпеи	FM	Микронезия
False	TKK	Трук	FM	Микронезия
False	MPM	Мапуту	MZ	Мозамбик
False	POL	Пемба	MZ	Мозамбик
True	KIV	Кишинёв	MD	Молдова
False	ULN	Улан-Батор	MN	Монголия
False	MDL	Мандалай	MM	Мьянма
False	RGN	Янгон	MM	Мьянма
False	WDH	Виндхук	NA	Намибия
False	KTM	Катманду	NP	Непал
False	ABV	Абуджа	NG	Нигерия
False	LOS	Лагос	NG	Нигерия
False	BON	Бонэйр	BQ	Бонайре
False	SXM	Синт-Мартен	SX	Синт-Мартен
True	AMS	Амстердам	NL	Нидерланды
False	RTM	Роттердам	NL	Нидерланды
False	MGA	Манагуа	NI	Никарагуа
False	WLG	Веллингтон	NZ	Новая Зеландия
False	DUD	Данидин	NZ	Новая Зеландия
False	CHC	Крайстчерч	NZ	Новая Зеландия
False	ZQN	Куинстаун	NZ	Новая Зеландия
False	AKL	Окленд	NZ	Новая Зеландия
False	NOU	Нумеа	NC	Новая Каледония
False	AES	Олесунн	NO	Норвегия
False	ALF	Алта	NO	Норвегия
False	BGO	Берген	NO	Норвегия
False	BOO	Будё	NO	Норвегия
False	LYR	Лонгйир	SJ	Шпицберген и Ян-Майен
False	OSL	Осло	NO	Норвегия
False	SVG	Ставангер	NO	Норвегия
False	TOS	Тромсё	NO	Норвегия
False	TRD	Тронхейм	NO	Норвегия
False	HFT	Хаммерфест	NO	Норвегия
False	EVE	Нарвик	NO	Норвегия
True	AUH	Абу-Даби	AE	ОАЭ
True	DXB	Дубай	AE	ОАЭ
True	SHJ	Шарджа	AE	ОАЭ
True	MCT	Маскат	OM	Оман
False	ISB	Исламабад	PK	Пакистан
False	KHI	Карачи	PK	Пакистан
False	LHE	Лахор	PK	Пакистан
False	PEW	Пешавар	PK	Пакистан
False	ROR	Корор	PW	Палау
False	PTY	Панама	PA	Панама
False	ASU	Асунсьон	PY	Парагвай
False	IQT	Икитос	PE	Перу
False	LIM	Лима	PE	Перу
False	JUL	Хульяка	PE	Перу
False	BZG	Быдгощ	PL	Польша
True	WAW	Варшава	PL	Польша
False	WRO	Вроцлав	PL	Польша
False	GDN	Гданьск	PL	Польша
False	KTW	Катовице	PL	Польша
True	KRK	Краков	PL	Польша
False	POZ	Познань	PL	Польша
False	RZE	Жешув	PL	Польша
False	SZZ	Щецин	PL	Польша
True	LIS	Лиссабон	PT	Португалия
False	PDL	Понта-Делгада	PT	Португалия
False	OPO	Порту	PT	Португалия
False	FAO	Фару	PT	Португалия
False	FNC	Фуншал	PT	Португалия
False	HOR	Орта	PT	Португалия
False	SJU	Сан-Хуан	PR	Пуэрто-Рико
False	RUN	Сен-Дени	RE	Реюньон
True	ABA	Абакан	RU	Россия
True	DYR	Анадырь	RU	Россия
True	AAQ	Анапа	RU	Россия
True	ARH	Архангельск	RU	Россия
True	ASF	Астрахань	RU	Россия
True	BAX	Барнаул	RU	Россия
True	EGO	Белгород	RU	Россия
True	BQS	Благовещенск	RU	Россия
True	BTK	Братск	RU	Россия
True	BZK	Брянск	RU	Россия
True	UUA	Бугульма	RU	Россия
True	VUS	Великий Устюг	RU	Россия
True	VVO	Владивосток	RU	Россия
True	OGZ	Владикавказ	RU	Россия
True	VOG	Волгоград	RU	Россия
False	VKT	Воркута	RU	Россия
True	VOZ	Воронеж	RU	Россия
True	GDZ	Геленджик	RU	Россия
True	GRV	Грозный	RU	Россия
True	SVX	Екатеринбург	RU	Россия
True	IWA	Иваново	RU	Россия
True	IJK	Ижевск	RU	Россия
True	IKT	Иркутск	RU	Россия
True	JOK	Йошкар-Ола	RU	Россия
True	KZN	Казань	RU	Россия
True	KGD	Калининград	RU	Россия
True	KEJ	Кемерово	RU	Россия
True	KVX	Киров	RU	Россия
True	KVK	Кировск (Апатиты)	RU	Россия
True	KGP	Когалым	RU	Россия
False	KXK	Комсомольск-на-Амуре	RU	Россия
False	KSZ	Котлас	RU	Россия
True	KRR	Краснодар	RU	Россия
True	KJA	Красноярск	RU	Россия
True	KRO	Курган	RU	Россия
True	URS	Курск	RU	Россия
True	LPK	Липецк	RU	Россия
True	GDX	Магадан	RU	Россия
True	MQF	Магнитогорск	RU	Россия
True	MCX	Махачкала	RU	Россия
True	MRV	Минеральные Воды	RU	Россия
True	MJZ	Мирный	RU	Россия
True	MMK	Мурманск	RU	Россия
True	NBC	Набережные Челны (Нижнекамск)	RU	Россия
True	NYM	Надым	RU	Россия
True	NAL	Нальчик	RU	Россия
True	NNM	Нарьян-Мар	RU	Россия
True	NER	Нерюнгри	RU	Россия
True	NJC	Нижневартовск	RU	Россия
True	GOJ	Нижний Новгород	RU	Россия
True	NOZ	Новокузнецк	RU	Россия
True	OVB	Новосибирск	RU	Россия
True	NUX	Новый Уренгой	RU	Россия
True	NSK	Норильск	RU	Россия
True	NOJ	Ноябрьск	RU	Россия
True	OMS	Омск	RU	Россия
True	REN	Оренбург	RU	Россия
True	OSW	Орск	RU	Россия
False	PWE	Певек	RU	Россия
True	PEZ	Пенза	RU	Россия
True	PEE	Пермь	RU	Россия
True	PES	Петрозаводск	RU	Россия
True	PKC	Петропавловск-Камчатский	RU	Россия
True	PYJ	Удачный	RU	Россия
True	PKV	Псков	RU	Россия
True	ROV	Ростов-на-Дону	RU	Россия
True	SLY	Салехард	RU	Россия
True	KUF	Самара	RU	Россия
True	LED	Санкт-Петербург	RU	Россия
True	SKX	Саранск	RU	Россия
True	RTW	Саратов	RU	Россия
True	AER	Сочи	RU	Россия
True	STW	Ставрополь	RU	Россия
False	SWT	Стрежевой	RU	Россия
True	SGC	Сургут	RU	Россия
True	SCW	Сыктывкар	RU	Россия
True	TBW	Тамбов	RU	Россия
True	IKS	Тикси	RU	Россия
True	TOF	Томск	RU	Россия
True	TJM	Тюмень	RU	Россия
True	UUD	Улан-Удэ	RU	Россия
True	ULY	Ульяновск	RU	Россия
True	URJ	Урай	RU	Россия
True	USK	Усинск	RU	Россия
False	UKX	Усть-Кут	RU	Россия
True	UFA	Уфа	RU	Россия
True	UCT	Ухта	RU	Россия
True	KHV	Хабаровск	RU	Россия
True	HMA	Ханты-Мансийск	RU	Россия
True	CSY	Чебоксары	RU	Россия
True	CEK	Челябинск	RU	Россия
True	CEE	Череповец	RU	Россия
True	HTA	Чита	RU	Россия
True	ESL	Элиста	RU	Россия
True	UUS	Южно-Сахалинск	RU	Россия
True	YKS	Якутск	RU	Россия
True	IAR	Ярославль	RU	Россия
False	KGL	Кигали	RW	Руанда
False	BUH	Бухарест	RO	Румыния
False	IAS	Яссы	RO	Румыния
False	CLJ	Клуж-Напока	RO	Румыния
False	SBZ	Сибиу	RO	Румыния
False	TSR	Тимишоара	RO	Румыния
False	JED	Джидда	SA	Саудовская Аравия
False	MED	Медина	SA	Саудовская Аравия
False	RUH	Эр-Рияд	SA	Саудовская Аравия
True	SEZ	Маэ	SC	Сейшелы
False	PRI	Праслен	SC	Сейшелы
False	DKR	Дакар	SN	Сенегал
False	SVD	Сент-Винсент	VC	Сент-Винсент и Гренадины
False	SKB	Сент-Китс	KN	Сент-Китс и Невис
False	SLU	Кастри	LC	Сент-Люсия
True	BEG	Белград	RS	Сербия
False	INI	Ниш	RS	Сербия
False	PRN	Приштина	XK	Косово
True	SIN	Сингапур	SG	Сингапур
True	DAM	Дамаск	SY	Сирия
True	BTS	Братислава	SK	Словакия
False	KSC	Кошице	SK	Словакия
False	TAT	Попрад	SK	Словакия
True	LJU	Любляна	SI	Словения
False	MGQ	Могадишо	SO	Сомали
False	JUB	Джуба	SS	Южный Судан
False	KRT	Хартум	SD	Судан
False	ABQ	Альбукерке	US	США
False	AMA	Амарилло	US	США
False	ANC	Анкоридж	US	США
False	ASE	Аспен	US	США
False	ATL	Атланта	US	США
False	BTR	Батон-Руж	US	США
False	BTV	Берлингтон	US	США
False	BOI	Бойсе	US	США
False	BOS	Бостон	US	США
False	BZN	Бозмен	US	США
False	BRO	Браунсвилл	US	США
False	BUF	Буффало	US	США
False	ALO	Уотерлу	US	США
False	WAS	Вашингтон	US	США
False	PBI	Уэст-Палм-Бич	US	США
False	ICT	Уичита	US	США
False	GNV	Гейнсвилл	US	США
False	HNL	Гонолулу	US	США
False	GRB	Грин-Бэй	US	США
False	GSP	Гринвилл	US	США
False	GSO	Гринсборо	US	США
False	DAY	Дейтон	US	США
False	DAB	Дейтона-Бич	US	США
False	DEN	Денвер	US	США
False	DSM	Де-Мойн	US	США
False	DTT	Детройт	US	США
False	JAX	Джексонвилл	US	США
False	IND	Индианаполис	US	США
False	MKC	Канзас-Сити	US	США
False	CAK	Акрон	US	США
False	LIH	Кауаи	US	США
False	OGG	Кахулуи	US	США
False	CLE	Кливленд	US	США
False	COD	Коди	US	США
False	COS	Колорадо-Спрингс	US	США
False	CMH	Колумбус	US	США
False	LAS	Лас-Вегас	US	США
False	LFT	Лафейетт	US	США
False	LEX	Лексингтон	US	США
False	LEB	Лебанон	US	США
False	LNK	Линкольн	US	США
False	LIT	Литл-Рок	US	США
True	LAX	Лос-Анджелес	US	США
False	SDF	Луисвилл	US	США
True	MIA	Майами	US	США
False	MEM	Мемфис	US	США
False	MSP	Миннеаполис	US	США
False	MYR	Миртл-Бич	US	США
False	BNA	Нашвилл	US	США
False	APF	Нейплс	US	США
False	TYS	Ноксвилл	US	США
False	ORF	Норфолк	US	США
True	NYC	Нью-Йорк	US	США
False	MSY	Новый Орлеан	US	США
False	OKC	Оклахома-Сити	US	США
False	OMA	Омаха	US	США
False	AUS	Остин	US	США
False	PNS	Пенсакола	US	США
False	PIT	Питтсбург	US	США
False	PDX	Портленд	US	США
False	PVD	Провиденс	US	США
False	RDU	Роли	US	США
False	RAP	Рапид-Сити	US	США
False	RIC	Ричмонд	US	США
False	ROW	Розуэлл	US	США
False	RST	Рочестер	US	США
False	ROC	Рочестер	US	США
False	SAV	Саванна	US	США
False	SAN	Сан-Диего	US	США
False	SFO	Сан-Франциско	US	США
False	SJC	Сан-Хосе	US	США
False	SBA	Санта-Барбара	US	США
False	SRQ	Сарасота	US	США
False	STL	Сент-Луис	US	США
False	FSD	Су-Фолс	US	США
False	SYR	Сиракьюс	US	США
False	SEA	Сиэтл	US	США
False	SLC	Солт-Лейк-Сити	US	США
False	GEG	Спокан	US	США
False	SGF	Спрингфилд	US	США
False	TLH	Таллахасси	US	США
False	TPA	Тампа	US	США
False	TUS	Тусон	US	США
False	TUL	Талса	US	США
False	FYV	Фейетвилл	US	США
False	FAI	Фэрбанкс	US	США
False	PHX	Финикс	US	США
False	PHL	Филадельфия	US	США
False	FWA	Форт-Уэйн	US	США
False	FLL	Форт-Лодердейл	US	США
False	FMY	Форт-Майерс	US	США
False	CVG	Цинциннати	US	США
False	CHI	Чикаго	US	США
False	CLT	Шарлотт	US	США
False	FNA	Фритаун	SL	Сьерра-Леоне
True	DYU	Душанбе	TJ	Таджикистан
True	LBD	Худжанд	TJ	Таджикистан
False	KHH	Гаосюн	TW	Тайвань
False	TPE	Тайбэй	TW	Тайвань
True	BKK	Бангкок	TH	Таиланд
False	USM	Самуй	TH	Таиланд
False	KBV	Краби	TH	Таиланд
False	KKC	Кхонкэн	TH	Таиланд
False	HKT	Пхукет	TH	Таиланд
True	URT	Сураттхани	TH	Таиланд
False	UTP	Паттайя	TH	Таиланд
False	HDY	Хатъяй	TH	Таиланд
False	CNX	Чиангмай	TH	Таиланд
False	CEI	Чианграй	TH	Таиланд
False	DAR	Дар-эс-Салам	TZ	Танзания
True	ZNZ	Занзибар	TZ	Танзания
False	IRI	Иринга	TZ	Танзания
False	JRO	Килиманджаро	TZ	Танзания
False	LFW	Ломе	TG	Того
False	DJE	Джерба	TN	Тунис
True	MIR	Монастир	TN	Тунис
False	TUN	Тунис	TN	Тунис
True	ASB	Ашхабад	TM	Туркменистан
False	AJI	Агры	TR	Турция
False	ADA	Адана	TR	Турция
True	ANK	Анкара	TR	Турция
True	AYT	Анталья	TR	Турция
False	VAN	Ван	TR	Турция
False	GZT	Газиантеп	TR	Турция
True	DLM	Даламан	TR	Турция
False	DNZ	Денизли	TR	Турция
False	DIY	Диярбакыр	TR	Турция
True	IZM	Измир	TR	Турция
False	ASR	Кайсери	TR	Турция
False	KCM	Кахраманмараш	TR	Турция
False	KYA	Конья	TR	Турция
False	NAV	Невшехир	TR	Турция
True	IST	Стамбул	TR	Турция
False	TZX	Трабзон	TR	Турция
False	ERC	Эрзинджан	TR	Турция
False	ERZ	Эрзурум	TR	Турция
False	EBB	Энтеббе	UG	Уганда
True	AZN	Андижан	UZ	Узбекистан
True	BHK	Бухара	UZ	Узбекистан
True	KSQ	Карши	UZ	Узбекистан
True	NMA	Наманган	UZ	Узбекистан
True	NCU	Нукус	UZ	Узбекистан
True	SKD	Самарканд	UZ	Узбекистан
True	TAS	Ташкент	UZ	Узбекистан
True	TMJ	Термез	UZ	Узбекистан
True	UGC	Ургенч	UZ	Узбекистан
True	FEG	Фергана	UZ	Узбекистан
True	VIN	Винница	UA	Украина
False	DNK	Днепр	UA	Украина
False	OZH	Запорожье	UA	Украина
False	IFO	Ивано-Франковск	UA	Украина
False	IEV	Киев	UA	Украина
True	KWG	Кривой Рог	UA	Украина
False	LWO	Львов	UA	Украина
True	NLV	Николаев	UA	Украина
False	ODS	Одесса	UA	Украина
True	SIP	Симферополь	KX	Крым
False	UDJ	Ужгород	UA	Украина
False	HRK	Харьков	UA	Украина
True	KHE	Херсон	UA	Украина
False	CWC	Черновцы	UA	Украина
False	MVD	Монтевидео	UY	Уругвай
False	NAN	Нанди	FJ	Фиджи
False	SUV	Сува	FJ	Фиджи
False	DVO	Давао	PH	Филиппины
False	ILO	Илоило	PH	Филиппины
False	KLO	Калибо	PH	Филиппины
False	MPH	Катиклан	PH	Филиппины
False	CEB	Себу	PH	Филиппины
False	MNL	Манила	PH	Филиппины
False	VAA	Вааса	FI	Финляндия
False	IVL	Ивало	FI	Финляндия
False	JOE	Йоэнсуу	FI	Финляндия
False	KAJ	Каяани	FI	Финляндия
False	KTT	Киттиля	FI	Финляндия
False	KUO	Куопио	FI	Финляндия
False	KAO	Куусамо	FI	Финляндия
False	LPP	Лаппеэнранта	FI	Финляндия
False	MHQ	Мариехамн	AX	Аландские острова
False	OUL	Оулу	FI	Финляндия
False	RVN	Рованиеми	FI	Финляндия
False	SVL	Савонлинна	FI	Финляндия
False	TMP	Тампере	FI	Финляндия
False	TKU	Турку	FI	Финляндия
True	HEL	Хельсинки	FI	Финляндия
False	JYV	Ювяскюля	FI	Финляндия
False	AJA	Аяччо	FR	Франция
False	BIA	Бастия	FR	Франция
False	BIQ	Биарриц	FR	Франция
False	BOD	Бордо	FR	Франция
False	BES	Брест (Франция)	FR	Франция
False	CFE	Клермон-Ферран	FR	Франция
False	LIL	Лилль	FR	Франция
False	LYS	Лион	FR	Франция
False	LDE	Лурд	FR	Франция
False	MRS	Марсель	FR	Франция
False	MPL	Монпелье	FR	Франция
False	NTE	Нант	FR	Франция
True	NCE	Ницца	FR	Франция
True	PAR	Париж	FR	Франция
False	RNS	Рен	FR	Франция
False	SXB	Страсбург	FR	Франция
False	TLS	Тулуза	FR	Франция
False	FSC	Фигари	FR	Франция
True	CMF	Шамбери	FR	Франция
False	BOB	Бора-Бора	PF	Французская Полинезия
True	DBV	Дубровник	HR	Хорватия
True	ZAG	Загреб	HR	Хорватия
False	ZAD	Задар	HR	Хорватия
True	PUY	Пула	HR	Хорватия
False	RJK	Риека	HR	Хорватия
False	SPU	Сплит	HR	Хорватия
False	TGD	Подгорица	ME	Черногория
True	TIV	Тиват	ME	Черногория
False	BRQ	Брно	CZ	Чехия
True	KLV	Карловы Вары	CZ	Чехия
False	OSR	Острава	CZ	Чехия
True	PED	Пардубице	CZ	Чехия
True	PRG	Прага	CZ	Чехия
False	PUQ	Пунта-Аренас	CL	Чили
False	SCL	Сантьяго	CL	Чили
False	EAP	Базель	CH	Швейцария
True	GVA	Женева	CH	Швейцария
False	LUG	Лугано	CH	Швейцария
True	ZRH	Цюрих	CH	Швейцария
False	GEV	Елливаре	SE	Швеция
False	GOT	Гётеборг	SE	Швеция
False	LLA	Лулео	SE	Швеция
False	MMA	Мальмё	SE	Швеция
False	OSD	Эстерсунд	SE	Швеция
True	STO	Стокгольм	SE	Швеция
False	UME	Умео	SE	Швеция
False	CMB	Коломбо	LK	Шри-Ланка
False	GYE	Гуаякиль	EC	Эквадор
False	UIO	Кито	EC	Эквадор
False	SSG	Малабо	GQ	Экваториальная Гвинея
False	SAL	Сан-Сальвадор	SV	Сальвадор
False	TLL	Таллин	EE	Эстония
False	TAY	Тарту	EE	Эстония
False	ADD	Аддис-Абеба	ET	Эфиопия
False	GRJ	Джордж	ZA	ЮАР
False	DUR	Дурбан	ZA	ЮАР
False	ELS	Ист-Лондон	ZA	ЮАР
False	JNB	Йоханнесбург	ZA	ЮАР
False	CPT	Кейптаун	ZA	ЮАР
False	PLZ	Порт-Элизабет	ZA	ЮАР
False	PUS	Пусан	KR	Южная Корея
False	KWJ	Кванджу	KR	Южная Корея
False	CJU	Чеджу	KR	Южная Корея
True	SEL	Сеул	KR	Южная Корея
False	KIN	Кингстон	JM	Ямайка
False	MBJ	Монтего-Бей	JM	Ямайка
False	AKJ	Асахикава	JP	Япония
False	KMI	Миядзаки	JP	Япония
False	NGO	Нагоя	JP	Япония
False	OKJ	Окаяма	JP	Япония
False	OKA	Окинава	JP	Япония
False	OSA	Осака	JP	Япония
False	SPK	Саппоро	JP	Япония
False	SDJ	Сендай	JP	Япония
True	TYO	Токио	JP	Япония
False	UBJ	Убе	JP	Япония
False	FUK	Фукуока	JP	Япония
False	HIJ	Хиросима	JP	Япония
True	NVI	Навои	UZ	Узбекистан
False	TDX	Трат	TH	Таиланд
False	EYK	Белоярский	RU	Россия
True	GZP	Алания	TR	Турция
True	FMM	Мемминген	DE	Германия
True	NBE	Энфида	TN	Тунис
True	LLK	Ленкорань	AZ	Азербайджан
True	IGT	Назрань	RU	Россия
True	RGK	Горно-Алтайск	RU	Россия
True	TJU	Куляб	TJ	Таджикистан
True	OVS	Советский	RU	Россия
True	TGK	Таганрог	RU	Россия
False	LOP	Прая (Ломбок)	ID	Индонезия
False	ODO	Бодайбо	RU	Россия
False	NYA	Нягань	RU	Россия
False	KQT	Бохтар (Курган-Тюбе)	TJ	Таджикистан
False	SZF	Самсун	TR	Турция
False	ULK	Ленск	RU	Россия
False	HOU	Хьюстон	US	США
False	DFW	Даллас	US	США
False	BWI	Балтимор	US	США
